Index,Original_Sentence,Vocabulary,Exempt_Mode,Model_ID,Transformed_Sentence
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_200.txt,none,EMB_SUB,Have boy do even say have military outside put do even even do love have have town
377,A man is leading the race,vocab_200.txt,none,EMB_SUB,Have man do business have work
379,A man is leading the race,vocab_200.txt,none,EMB_SUB,Have man do business have work
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,english_stopwords,MLM,A young person is using a car on a.
52,A man is jumping into an empty pool,vocab_300.txt,english_stopwords,MLM,A man is looking into an open.
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,english_stopwords,MLM,young people are doing business and living.
71,A man is sitting in a field,vocab_300.txt,english_stopwords,MLM,A man is living in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,english_stopwords,MLM,A person with a red face is on a police car down the road
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,english_stopwords,MLM,The young girl is still using the same equipment
140,The woman is wearing glasses and a black headdress,vocab_300.txt,english_stopwords,MLM,The woman is black hair and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,english_stopwords,MLM,"A boy is put up a wall, not for example and is put to a wall"
377,A man is leading the race,vocab_300.txt,english_stopwords,MLM,A man is in the.
379,A man is leading the race,vocab_300.txt,english_stopwords,MLM,A man is in the.
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,vocab_300.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,english_stopwords,T5,:
71,A man is sitting in a field,vocab_300.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,english_stopwords,T5,: ( in the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,english_stopwords,T5,s simple
140,The woman is wearing glasses and a black headdress,vocab_300.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,english_stopwords,T5,.
377,A man is leading the race,vocab_300.txt,english_stopwords,T5,s simple
379,A man is leading the race,vocab_300.txt,english_stopwords,T5,s simple
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,vocab_300.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,english_stopwords,BYT5,""" has become the only thing to do with the only thing that with the only thing that with the only thing that with the only thin"
71,A man is sitting in a field,vocab_300.txt,english_stopwords,BYT5,""" having to have a field having to have a field having to have a field having to have a field having to having to having to hav"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,english_stopwords,BYT5,""" should have become a man with a red car and a red car and a red car is should have become a man with a red car and a red car"
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,english_stopwords,BYT5,""" has been through to the end of the second end of the second end of the second end of the second end of the second end of the"
140,The woman is wearing glasses and a black headdress,vocab_300.txt,english_stopwords,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,vocab_300.txt,english_stopwords,BYT5,""" the return the return the return the return the return the return the return the return the return the return the return the"
379,A man is leading the race,vocab_300.txt,english_stopwords,BYT5,""" the return the return the return the return the return the return the return the return the return the return the return the"
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,english_stopwords,EMB_SUB,A necessary person is company a idea on tell time
52,A man is jumping into an empty pool,vocab_300.txt,english_stopwords,EMB_SUB,A man is reason into an problem put
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,english_stopwords,EMB_SUB,Two girl are doing back and even field
71,A man is sitting in a field,vocab_300.txt,english_stopwords,EMB_SUB,A man is getting in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,english_stopwords,EMB_SUB,A military with a red military is company a brown give down the road
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,english_stopwords,EMB_SUB,The hair girl is amount two the process equipment
140,The woman is wearing glasses and a black headdress,vocab_300.txt,english_stopwords,EMB_SUB,The woman is day say and a black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,english_stopwords,EMB_SUB,A boy is even up a wall outside stock for even and is picture to a town
377,A man is leading the race,vocab_300.txt,english_stopwords,EMB_SUB,A man is business the work
379,A man is leading the race,vocab_300.txt,english_stopwords,EMB_SUB,A man is business the work
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,none,MLM,- - person - put down hands over front.
52,A man is jumping into an empty pool,vocab_300.txt,none,MLM,young man: looking down: body.
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,none,MLM,young people like using music while living.
71,A man is sitting in a field,vocab_300.txt,none,MLM,young man: living inside open field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,none,MLM,"white man inside: red man inside, dark red man down country road"
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,none,MLM,young young girl: girl: live stage equipment
140,The woman is wearing glasses and a black headdress,vocab_300.txt,none,MLM,young woman: black hair; long black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,none,MLM,"young boy: set inside wall wall, open while open door door open like paper."
377,A man is leading the race,vocab_300.txt,none,MLM,white man: inside human.
379,A man is leading the race,vocab_300.txt,none,MLM,white man: inside human.
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,none,T5,.
52,A man is jumping into an empty pool,vocab_300.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,none,T5,:
71,A man is sitting in a field,vocab_300.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,none,T5,:
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,none,T5,: simple simple
140,The woman is wearing glasses and a black headdress,vocab_300.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,none,T5,.
377,A man is leading the race,vocab_300.txt,none,T5,simple simple
379,A man is leading the race,vocab_300.txt,none,T5,simple simple
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,none,BYT5,""" person will become thinking outside outside outside outside outside outside outside outside outside outside outside outside o"
52,A man is jumping into an empty pool,vocab_300.txt,none,BYT5,""" stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stan"
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,none,BYT5,""" have become thinking simple thinking simple thinking simple thinking simple thinking simple thinking simple thinking simple t"
71,A man is sitting in a field,vocab_300.txt,none,BYT5,""" have become simple become simple become simple become simple becom"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,none,BYT5,""" total number complete information can be found total number can be found total number can be found total number can be found"
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,none,BYT5,""" have become thinking thing outside outside outside outside out"
140,The woman is wearing glasses and a black headdress,vocab_300.txt,none,BYT5,""" have become black head woman white black head woman white black head woman white black head woman white black head white blac"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,none,BYT5,""" have read office inside inside inside inside inside inside inside inside have read office inside inside inside inside inside"
377,A man is leading the race,vocab_300.txt,none,BYT5,""" have simple simple simple simple simple simple"
379,A man is leading the race,vocab_300.txt,none,BYT5,""" have simple simple simple simple simple simple"
12,A skilled person is riding a bicycle on one wheel,vocab_300.txt,none,EMB_SUB,Have necessary person do company have idea even tell time
52,A man is jumping into an empty pool,vocab_300.txt,none,EMB_SUB,Have man do reason even know problem put
57,Four girls are doing backbends and playing outdoors,vocab_300.txt,none,EMB_SUB,Two girl become being back even even field
71,A man is sitting in a field,vocab_300.txt,none,EMB_SUB,Have man do getting know have field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_300.txt,none,EMB_SUB,Have military even have red military do company have brown give down have road
125,The blond girl is dancing behind the sound equipment,vocab_300.txt,none,EMB_SUB,Have hair girl do amount two have process equipment
140,The woman is wearing glasses and a black headdress,vocab_300.txt,none,EMB_SUB,Have woman do day say even have black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_300.txt,none,EMB_SUB,Have boy do even say have wall outside stock do even even do picture have have town
377,A man is leading the race,vocab_300.txt,none,EMB_SUB,Have man do business have work
379,A man is leading the race,vocab_300.txt,none,EMB_SUB,Have man do business have work
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,english_stopwords,MLM,A young person is running a car on a.
52,A man is jumping into an empty pool,vocab_400.txt,english_stopwords,MLM,A man is looking into an open window
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,english_stopwords,MLM,young people are doing reading and reading.
71,A man is sitting in a field,vocab_400.txt,english_stopwords,MLM,A man is living in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,english_stopwords,MLM,A person with a red face is on a blue road down the road
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,english_stopwords,MLM,The young girl is still using the same equipment
140,The woman is wearing glasses and a black headdress,vocab_400.txt,english_stopwords,MLM,The woman is black hair and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,english_stopwords,MLM,"A boy is put up a wall, ready for play and is put to a."
377,A man is leading the race,vocab_400.txt,english_stopwords,MLM,A man is running the.
379,A man is leading the race,vocab_400.txt,english_stopwords,MLM,A man is running the.
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,vocab_400.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,english_stopwords,T5,:
71,A man is sitting in a field,vocab_400.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,english_stopwords,T5,: ( in the name of the blue and blue road in the name of the blue and blue road
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,english_stopwords,T5,s simple
140,The woman is wearing glasses and a black headdress,vocab_400.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,english_stopwords,T5,.
377,A man is leading the race,vocab_400.txt,english_stopwords,T5,s simple
379,A man is leading the race,vocab_400.txt,english_stopwords,T5,s simple
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,vocab_400.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,english_stopwords,BYT5,""" has become the only thing to do with the only thing that with the only thing that with the only thing that with the only thin"
71,A man is sitting in a field,vocab_400.txt,english_stopwords,BYT5,""" having to have a field having to have a field having to have a field having to have a field having to having to having to hav"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,english_stopwords,BYT5,""" should have become a man with a red car and a red car and a red car is should have become a man with a red car and a red car"
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,english_stopwords,BYT5,""" has been through to the end of the second end of the second end of the second end of the second end of the second end of the"
140,The woman is wearing glasses and a black headdress,vocab_400.txt,english_stopwords,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,vocab_400.txt,english_stopwords,BYT5,""" is lead is lead is lead is lead is lead is lead"
379,A man is leading the race,vocab_400.txt,english_stopwords,BYT5,""" is lead is lead is lead is lead is lead is lead"
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,english_stopwords,EMB_SUB,A necessary person is treatment a idea on tell time
52,A man is jumping into an empty pool,vocab_400.txt,english_stopwords,EMB_SUB,A man is reason into an consider put
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,english_stopwords,EMB_SUB,Two girl are doing back and even field
71,A man is sitting in a field,vocab_400.txt,english_stopwords,EMB_SUB,A man is getting in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,english_stopwords,EMB_SUB,A military with a red military is treatment a blue give down the road
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,english_stopwords,EMB_SUB,The hair girl is amount two the direct equipment
140,The woman is wearing glasses and a black headdress,vocab_400.txt,english_stopwords,EMB_SUB,The woman is degree say and a black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,english_stopwords,EMB_SUB,A boy is even up a wall outside stock for even and is picture to a town
377,A man is leading the race,vocab_400.txt,english_stopwords,EMB_SUB,A man is business the work
379,A man is leading the race,vocab_400.txt,english_stopwords,EMB_SUB,A man is business the work
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,none,MLM,- - person - running road - - -.
52,A man is jumping into an empty pool,vocab_400.txt,none,MLM,young man: looking down: running!
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,none,MLM,"young people like reading, like reading."
71,A man is sitting in a field,vocab_400.txt,none,MLM,young man: living inside open field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,none,MLM,average person using red red equipment while following red blue equipment down - road
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,none,MLM,young young girl: girl: live stage equipment
140,The woman is wearing glasses and a black headdress,vocab_400.txt,none,MLM,young woman: black hair; long black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,none,MLM,"young boy: steps down - wall, ready - cut hair - cut like spring."
377,A man is leading the race,vocab_400.txt,none,MLM,green man: run - down
379,A man is leading the race,vocab_400.txt,none,MLM,green man: run - down
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,none,T5,.
52,A man is jumping into an empty pool,vocab_400.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,none,T5,:
71,A man is sitting in a field,vocab_400.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,none,T5,:
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,none,T5,: simple simple
140,The woman is wearing glasses and a black headdress,vocab_400.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,none,T5,.
377,A man is leading the race,vocab_400.txt,none,T5,simple simple
379,A man is leading the race,vocab_400.txt,none,T5,simple simple
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,none,BYT5,""" person will be reading outside outside outside outside outside outside outside outside outside outside outside outside outsid"
52,A man is jumping into an empty pool,vocab_400.txt,none,BYT5,""" stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stan"
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,none,BYT5,""" have become thinking simple thinking simple thinking simple thinking simple thinking simple thinking simple thinking simple t"
71,A man is sitting in a field,vocab_400.txt,none,BYT5,""" have become simple become simple become simple become simple become"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,none,BYT5,""" total number complete information can be found total number can be found total number can be found total number can be found"
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,none,BYT5,""" have become thinking thing outside outside outside outside out"
140,The woman is wearing glasses and a black headdress,vocab_400.txt,none,BYT5,""" have become black head woman white black head woman white black head woman white black head woman white black head white blac"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,none,BYT5,""" have read office thought outside outside outside outside outside outside outside outside outside outside outside outside outs"
377,A man is leading the race,vocab_400.txt,none,BYT5,""" have simple simple simple simple simple"
379,A man is leading the race,vocab_400.txt,none,BYT5,""" have simple simple simple simple simple"
12,A skilled person is riding a bicycle on one wheel,vocab_400.txt,none,EMB_SUB,Have necessary person do treatment have idea even tell time
52,A man is jumping into an empty pool,vocab_400.txt,none,EMB_SUB,Have man do reason even know consider put
57,Four girls are doing backbends and playing outdoors,vocab_400.txt,none,EMB_SUB,Two girl become being back even even field
71,A man is sitting in a field,vocab_400.txt,none,EMB_SUB,Have man do getting know have field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_400.txt,none,EMB_SUB,Have military even have red military do treatment have blue give down have road
125,The blond girl is dancing behind the sound equipment,vocab_400.txt,none,EMB_SUB,Have hair girl do amount two have direct equipment
140,The woman is wearing glasses and a black headdress,vocab_400.txt,none,EMB_SUB,Have woman do degree say even have black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_400.txt,none,EMB_SUB,Have boy do even say have wall outside stock do even even do picture have have town
377,A man is leading the race,vocab_400.txt,none,EMB_SUB,Have man do business have work
379,A man is leading the race,vocab_400.txt,none,EMB_SUB,Have man do business have work
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,english_stopwords,MLM,A young person is running a car on a.
52,A man is jumping into an empty pool,vocab_500.txt,english_stopwords,MLM,A man is looking into an open window
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,english_stopwords,MLM,young people are doing reading and playing.
71,A man is sitting in a field,vocab_500.txt,english_stopwords,MLM,A man is standing in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,english_stopwords,MLM,A person with a red face is on a blue road down the road
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,english_stopwords,MLM,The young girl is standing outside the farm equipment
140,The woman is wearing glasses and a black headdress,vocab_500.txt,english_stopwords,MLM,The woman is black hair and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,english_stopwords,MLM,"A boy is standing up a wall, ready for action and is talking to a."
377,A man is leading the race,vocab_500.txt,english_stopwords,MLM,A man is running the race
379,A man is leading the race,vocab_500.txt,english_stopwords,MLM,A man is running the race
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,vocab_500.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,english_stopwords,T5,:
71,A man is sitting in a field,vocab_500.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,english_stopwords,T5,: ( in the name of the blue and blue road in the name of the blue and blue road
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,english_stopwords,T5,s simple
140,The woman is wearing glasses and a black headdress,vocab_500.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,english_stopwords,T5,.
377,A man is leading the race,vocab_500.txt,english_stopwords,T5,s simple
379,A man is leading the race,vocab_500.txt,english_stopwords,T5,s simple
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,vocab_500.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,english_stopwords,BYT5,""" has become the only thing to do with the only thing that with the only thing that with the only thing that with the only thin"
71,A man is sitting in a field,vocab_500.txt,english_stopwords,BYT5,""" having to become a field having to become a field having to become a field having to become a field having to become a field"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,english_stopwords,BYT5,""" should have become a man with a red car and a red car and a red car is should have become a man with a red car and a red car"
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,english_stopwords,BYT5,""" has been through to the end of the week before the end of the week before through to the end of the week before through to th"
140,The woman is wearing glasses and a black headdress,vocab_500.txt,english_stopwords,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,vocab_500.txt,english_stopwords,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
379,A man is leading the race,vocab_500.txt,english_stopwords,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,english_stopwords,EMB_SUB,A tradition person is treatment a idea on tell time
52,A man is jumping into an empty pool,vocab_500.txt,english_stopwords,EMB_SUB,A man is reason into an consider ball
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,english_stopwords,EMB_SUB,Two girl are doing back and playing field
71,A man is sitting in a field,vocab_500.txt,english_stopwords,EMB_SUB,A man is getting in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,english_stopwords,EMB_SUB,A arm with a red military is treatment a blue give down the road
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,english_stopwords,EMB_SUB,The hair girl is amount straight the someone equipment
140,The woman is wearing glasses and a black headdress,vocab_500.txt,english_stopwords,EMB_SUB,The woman is degree say and a black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,english_stopwords,EMB_SUB,A boy is even up a wall firm stock for even and is picture to a town
377,A man is leading the race,vocab_500.txt,english_stopwords,EMB_SUB,A man is business the race
379,A man is leading the race,vocab_500.txt,english_stopwords,EMB_SUB,A man is business the race
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,none,MLM,- - person - drive - - drive -.
52,A man is jumping into an empty pool,vocab_500.txt,none,MLM,young man: looking down: running!
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,none,MLM,young people like playing music like playing.
71,A man is sitting in a field,vocab_500.txt,none,MLM,young man: playing off - field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,none,MLM,average person using red red equipment while following red blue equipment down - road
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,none,MLM,young young girl: girl: live stage equipment
140,The woman is wearing glasses and a black headdress,vocab_500.txt,none,MLM,young woman: black hair; long black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,none,MLM,"young boy: steps down - wall, ready - cut hair - cut like spring."
377,A man is leading the race,vocab_500.txt,none,MLM,green man: run - race
379,A man is leading the race,vocab_500.txt,none,MLM,green man: run - race
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,none,T5,.
52,A man is jumping into an empty pool,vocab_500.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,none,T5,:
71,A man is sitting in a field,vocab_500.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,none,T5,:
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,none,T5,: simple simple
140,The woman is wearing glasses and a black headdress,vocab_500.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,none,T5,.
377,A man is leading the race,vocab_500.txt,none,T5,simple simple
379,A man is leading the race,vocab_500.txt,none,T5,simple simple
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,none,BYT5,""" person will be straight better off will be straight better off will be straight better off will be straight better off will b"
52,A man is jumping into an empty pool,vocab_500.txt,none,BYT5,""" stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stand open stan"
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,none,BYT5,""" have become analysis simple analysis simple analysis simple analysis simple analysis simple analysis simple analysis simple a"
71,A man is sitting in a field,vocab_500.txt,none,BYT5,""" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying "" saying """
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,none,BYT5,""" total number complete information can be found total number can be found total number can be found total number can be found"
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,none,BYT5,""" have become thinking thinking inside thinking outside outside outside outside outside out"
140,The woman is wearing glasses and a black headdress,vocab_500.txt,none,BYT5,""" have become black head woman white black head woman white black head woman white black head woman white black head white blac"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,none,BYT5,""" have read source force force force force force force force force force force force force force force force force force force"
377,A man is leading the race,vocab_500.txt,none,BYT5,""" have race simple race simple race simple race simple race simple race simple race simple race simple race simple race simple"
379,A man is leading the race,vocab_500.txt,none,BYT5,""" have race simple race simple race simple race simple race simple race simple race simple race simple race simple race simple"
12,A skilled person is riding a bicycle on one wheel,vocab_500.txt,none,EMB_SUB,Include tradition person include treatment include idea even tell time
52,A man is jumping into an empty pool,vocab_500.txt,none,EMB_SUB,Include man include reason even include consider ball
57,Four girls are doing backbends and playing outdoors,vocab_500.txt,none,EMB_SUB,Two girl become being back include playing field
71,A man is sitting in a field,vocab_500.txt,none,EMB_SUB,Include man include getting know include field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_500.txt,none,EMB_SUB,Include arm even include red military include treatment include blue give down include road
125,The blond girl is dancing behind the sound equipment,vocab_500.txt,none,EMB_SUB,Include hair girl include amount straight include someone equipment
140,The woman is wearing glasses and a black headdress,vocab_500.txt,none,EMB_SUB,Include woman include degree say include include black earth
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_500.txt,none,EMB_SUB,Include boy include even say include wall firm stock do even include include picture include include town
377,A man is leading the race,vocab_500.txt,none,EMB_SUB,Include man include business include race
379,A man is leading the race,vocab_500.txt,none,EMB_SUB,Include man include business include race
12,A skilled person is riding a bicycle on one wheel,vocab_600.txt,english_stopwords,MLM,A young person is running a car on a.
52,A man is jumping into an empty pool,vocab_600.txt,english_stopwords,MLM,A man is looking into an open window
57,Four girls are doing backbends and playing outdoors,vocab_600.txt,english_stopwords,MLM,young people are doing reading and playing.
71,A man is sitting in a field,vocab_600.txt,english_stopwords,MLM,A man is standing in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_600.txt,english_stopwords,MLM,A person with a red face is on a blue train down the road
125,The blond girl is dancing behind the sound equipment,vocab_600.txt,english_stopwords,MLM,The young girl is standing outside the farm equipment
140,The woman is wearing glasses and a black headdress,vocab_600.txt,english_stopwords,MLM,The woman is black hair and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_600.txt,english_stopwords,MLM,"A boy is standing up a wall, ready for action and is talking to a."
377,A man is leading the race,vocab_600.txt,english_stopwords,MLM,A man is running the race
379,A man is leading the race,vocab_600.txt,english_stopwords,MLM,A man is running the race
12,A skilled person is riding a bicycle on one wheel,vocab_600.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,vocab_600.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_600.txt,english_stopwords,T5,:
71,A man is sitting in a field,vocab_600.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_600.txt,english_stopwords,T5,: ( in the name of the blue and blue road in the name of the blue and blue road
125,The blond girl is dancing behind the sound equipment,vocab_600.txt,english_stopwords,T5,s simple
140,The woman is wearing glasses and a black headdress,vocab_600.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_600.txt,english_stopwords,T5,.
377,A man is leading the race,vocab_600.txt,english_stopwords,T5,s simple
379,A man is leading the race,vocab_600.txt,english_stopwords,T5,s simple
12,A skilled person is riding a bicycle on one wheel,vocab_600.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,vocab_600.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
