Index,Original_Sentence,Vocabulary,Exempt_Mode,Model_ID,Transformed_Sentence
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_400.txt,none,EMB_SUB,"Even opportunity have man "" want program "" will let have second man inside seem have want have point do have do world understand"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_400.txt,none,EMB_SUB,Influence like make know necessary farm run do man home wife even blue brown
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_400.txt,none,EMB_SUB,Works entire heart month treatment even necessary road life become understand action even knowledge. Knowledge do town seem heart strength even manner even have food march subject have works entire necessary road life. Make have march say even town
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_400.txt,none,EMB_SUB,Thing hotel Woman Life have Woman military even let Mother Seem Know even understand know lot whole looking
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,english_stopwords,MLM,he at university level from then to university and university with a degree in.
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,english_stopwords,MLM,"This issue was the only letter issue for the rest of his life, and no were."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,english_stopwords,MLM,after that he was back to work to study at the national university and then he was the music officer of the national jazz.
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,english_stopwords,MLM,It is still found as the only plant in the whole.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,english_stopwords,MLM,The series speak bad language of their own: bad and bad
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,english_stopwords,MLM,"There was close to the town all the way up the entire length and as long, as in."
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,english_stopwords,MLM,"On opportunity the current "" house party "" will let a second party inside of the house; the reason for this is not."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,english_stopwords,MLM,"here, these make an open game area for both, red horse and blue."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,english_stopwords,MLM,"heart or heart pressure, and complete heart pressure are not present with treatment. there is lack of heart activity and people with this problem are subject to death or complete heart attack. or both can attack at once."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,english_stopwords,MLM,"they had don, a horse, and then don and don, but they were not very."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,english_stopwords,T5,. ( in the form of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,english_stopwords,T5,-  and it was very simple to use and simple to use in any way that you can use it in any way you want to use it in any way you want to use it in any way you want to use it in any way you want to use it in any way you want to use it in
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,english_stopwords,T5,he was the first person to have been in the field of music and music at the university and then as the music and music company of the arm and the arm and the arm and the arm and the arm and the arm and the arm and the arm and the arm and the arm and the arm and the arm
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,english_stopwords,T5,", simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,english_stopwords,T5,.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,english_stopwords,T5,: simple so so so simple so so that it was very simple to make it clear that there were very few and very few of them in the area and there were very few of them in the front of the front and back of the front and back of the front and back of the front and back of the
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,english_stopwords,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,english_stopwords,T5,-  and they make the most of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of the best of
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,english_stopwords,T5,a person with the heart attack or heart attack can be subject to heart attack or heart attack in the heart or heart attack as the cause of heart attack is the heart rate of the person with the heart attack in the heart attack or heart attack in the heart of the person with the heart attack or heart attack
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,english_stopwords,T5,'  and the rest of the staff were very professional and they were very good at the end of the year and they were not very good at the end of the year and they were not very good at the end of the year at the end of the year and they were very good at the end of the
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,english_stopwords,BYT5,""" student in the student industry and in the student in the student in the student in the student and in the student in the stu"
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,english_stopwords,BYT5,""" order was to be property order was to be property order was to be property order was to be property order was to be property"
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,english_stopwords,BYT5,""" and then he was the first principle of the principle of the principle of the principle of the principle of the principle of t"
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,english_stopwords,BYT5,""" system of this system is not of this system of this system of this system of this system is not of this system of this system"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,english_stopwords,BYT5,""" that the character speak bad language of that the character speak bad language of that the character speak bad language of th"
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,english_stopwords,BYT5,""" point of view of this point to view of this point of this point of this point of this point of this point of this point of th"
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,english_stopwords,BYT5,""" will let a second on opportunity there will be a second on opportunity there will be a second on opportunity there will be a"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,english_stopwords,BYT5,""" has been saying that these has been saying that these has been saying that these has been saying that these has been saying t"
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,english_stopwords,BYT5,""" or subject or subject or subject or subject or subject or subject or subject or subject or subject or subject or subject or s"
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,english_stopwords,BYT5,""" had been at the end of the season before the end of the season and the end of the season before the end of the season before"
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,english_stopwords,EMB_SUB,Say include Company Union from remember to earth and rise with a ANSWER in art
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,english_stopwords,EMB_SUB,This interest fact the power letter interest for the rest of PARTICULAR future and seem were interest
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,english_stopwords,EMB_SUB,professional future he like back to Hope to knowledge at the planning Military and then he was firm art production of the Fact Military Piece
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,english_stopwords,EMB_SUB,It is still plane as the Town Brown in the Even Wife
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,english_stopwords,EMB_SUB,The character speak bad language of their determine character farm and say
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,english_stopwords,EMB_SUB,There was thing to cause influence all the way up the Middle works and as wife cattle as Even Read
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,english_stopwords,EMB_SUB,"On opportunity the man "" want program "" will let a second man inside of the want the point for this is world understand"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,english_stopwords,EMB_SUB,Influence these make an necessary farm run for man home wife and blue attitude
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,english_stopwords,EMB_SUB,Works or heart month treatment and necessary road life are understand action with knowledge. Knowledge is someone of heart strength and manner with this food march subject to works or necessary road life. Make both march say at once.
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,english_stopwords,EMB_SUB,Thing hotel Woman Life a Woman military and then Mother Fight Wish but they were not very success
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,none,MLM,"brown read university press, back, university, university getting degree degree:."
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,none,MLM,"paper money become national government letter money over over rest following long hours, while paper money."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,none,MLM,"following university, going back outside life, study found best music direction. first degree student become music head, first degree student."
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,none,MLM,march - still playing outside lower level level outside - country.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,none,MLM,two people speak bad language like two human: man - man
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,none,MLM,"progress saw close - hit action lead - way down over entire state, even further down over entire state."
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,none,MLM,"giving opportunity, someone "" good enough "" will let someone second come inside outside dark.; further reason: reason: reason:."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,none,MLM,", cattle make home near game land like black, red horse, blue."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,none,MLM,"heart - heart movement, like, heart conditions, be present. ). cause: movement, heart rate. people feeling heart trouble become subject: death, even heart trouble. ( death can come back."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,none,MLM,"congress saw john brown, first head secretary, secretary, like john brown, while congress saw congress become."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,none,T5,"'  ( "" """
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,none,T5,:
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,none,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,none,T5,", simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,none,T5,.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,none,T5,; simple
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,none,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,none,T5,. (  be put down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down down
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,none,T5,:  heart attack can cause heart heart attack while heart attack can cause heart heart attack can cause heart heart attack ( heart attack can cause heart heart attack can cause heart heart attack can cause heart heart attack can cause heart attack ( heart attack can cause heart heart attack can cause heart heart attack can cause heart attack
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,none,T5,"'  ( "" "" ( "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,none,BYT5,""" student attack attack attack attack attack attack attack attack attack attack attack attack attack attack attack attack attac"
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,none,BYT5,""" issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue issue"
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,none,BYT5,""" organization organization organization organizatio"
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,none,BYT5,""" status approach order analysis analysis order analysis order analysis order analysis order analysis order analysis order anal"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,none,BYT5,""" top character character top character top character top character top character top character top character top character top"
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,none,BYT5,""" situation being situation being situation being situation being situation being situation being situation being situation bei"
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,none,BYT5,""" will let inside opportunity"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,none,BYT5,""" statement statement statement statement statement statement statement statement statement statement statement statement state"
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,none,BYT5,""" order order order order order order order order order order order order order order order order order order order order order"
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,none,BYT5,""" second second second second second second second second second second second second second second second second second second"
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_500.txt,none,EMB_SUB,Say include Company Union while remember include earth include rise even include ANSWER know art
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_500.txt,none,EMB_SUB,Have interest fact include power letter interest do include rest someone PARTICULAR future include seem include interest
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_500.txt,none,EMB_SUB,professional future know like back include Hope include knowledge include include planning Military include let know include firm art production someone include Fact Military Piece
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_500.txt,none,EMB_SUB,Seem include still plane include include Town Brown know include Even Wife
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_500.txt,none,EMB_SUB,Include character speak bad language someone have determine character farm include say
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_500.txt,none,EMB_SUB,Like include thing include cause influence whole include way say include Middle works include include wife cattle include Even Read
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_500.txt,none,EMB_SUB,"Even opportunity include man "" want program "" will let include second man inside someone include want include point do have include world understand"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_500.txt,none,EMB_SUB,Influence like make include necessary farm run do man home wife include blue attitude
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_500.txt,none,EMB_SUB,Works include heart month treatment include necessary road life become understand action even knowledge. Knowledge include someone someone heart strength include manner even have food march subject include works include necessary road life. Make have march say include town
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_500.txt,none,EMB_SUB,Thing hotel Woman Life include Woman military include let Mother Fight Wish even understand include lot whole success
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,english_stopwords,MLM,he at university level from then to university and university with a degree in.
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,english_stopwords,MLM,"This issue was the only letter issue for the rest of his life, and no were."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,english_stopwords,MLM,after that he was back to work to study at the national university and then he was the music teacher of the national youth.
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,english_stopwords,MLM,It is still found as the only plant in the whole.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,english_stopwords,MLM,The series speak bad language of their own: bad and bad
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,english_stopwords,MLM,"There was close to the town all the way up the entire length and as long, as in."
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,english_stopwords,MLM,"On opportunity the term "" house boy "" will let a second stay inside of the house; the reason for this is not."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,english_stopwords,MLM,"here, these make an open game area for both, red horse and blue."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,english_stopwords,MLM,"heart or heart failure, and complete heart failure are both present with it. there is loss of heart rate and people with this condition are subject to death or complete heart failure. these both can develop at once."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_600.txt,english_stopwords,MLM,"they had don, a horse, and then don and don, but they were not very."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,english_stopwords,T5,. ( in the form of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper on the subject of the paper
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,english_stopwords,T5,-  and it was very simple to use and simple to use in any way that you can use it in any way you want to use it in any way you want to use it in any way you want to use it in any way you want to use it in any way you want to use it in
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,english_stopwords,T5,he was the first person to have been in the field of music and music at the university and then as an art teacher of the arm to be part of his work as an art teacher of his own organization of music and music and music and music in his own words and with the help of his teacher and teacher
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,english_stopwords,T5,", simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,english_stopwords,T5,.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,english_stopwords,T5,: simple so so so simple so so that it was very simple to make it clear that there were very few and very few of them in the area and there were very few of them in the front of the front and back of the front and back of the front and back of the front and back of the
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,english_stopwords,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,english_stopwords,T5,-  and they make the most of the most complex and complex conditions in the world and are the best of both of the best and the best of both of the best and the best of both the best and the best of both the best and the best of both the best and the best of both the best
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,english_stopwords,T5,a person with heart condition can be subject to heart attack or heart attack and heart condition is the cause of heart attack and heart condition is the cause of heart attack and heart condition is the cause of heart attack and heart condition is the cause of heart attack and heart condition is the cause of heart attack and heart attack
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_600.txt,english_stopwords,T5,'  and the rest of the staff were very professional and they were very good at the end of the year and they were not very good at the end of the year and they were not very good at the end of the year at the end of the year and they were very good at the end of the
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,english_stopwords,BYT5,""" student in the student in the student in the student in the student in the student in the student in the student in the study"
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,english_stopwords,BYT5,""" order was to be property order was to be property order was to be property order was to be property order was to be property"
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,english_stopwords,BYT5,""" and then he was the first principal and then he was the first principal and then he was the first principal and then he was t"
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,english_stopwords,BYT5,""" system of this system is not of this system of this system of this system of this system is not of this system of this system"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,english_stopwords,BYT5,""" that the character speak bad language of that the character speak bad language of that the character speak bad language of th"
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,english_stopwords,BYT5,""" point of view of this point to view of this point of this point of this point of this point of this point of this point of th"
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,english_stopwords,BYT5,""" will let a second on opportunity there will be a second on opportunity there will be a second on opportunity there will be a"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,english_stopwords,BYT5,""" has been saying that these has been saying that these has been saying that these has been saying that these has been saying t"
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,english_stopwords,BYT5,""" or subject or subject or subject or subject or subject or subject or subject or subject or subject or subject or subject or s"
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_600.txt,english_stopwords,BYT5,""" had been at that time at that time at that time at that time at that time at that time at that time at that time at that time"
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,english_stopwords,EMB_SUB,Say include Company Train from remember to earth and possibility with a ANSWER in art
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,english_stopwords,EMB_SUB,This interest fact the power letter interest for the rest of PARTICULAR future and seem were interest
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,english_stopwords,EMB_SUB,professional future he like back to Hope to knowledge at the leaving Military and then he was firm art production of the Apartment Military Piece
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,english_stopwords,EMB_SUB,It is still plane as the Town Brown in the Even Wife
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,english_stopwords,EMB_SUB,The character speak bad language of their determine character farm and say
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,english_stopwords,EMB_SUB,There was thing to cause influence all the way up the Middle works and as wife circumstances as Even Read
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,english_stopwords,EMB_SUB,"On opportunity the man "" want program "" will let a second man inside of the want the point for this is world understand"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,english_stopwords,EMB_SUB,Influence these make an necessary farm run for man home wife and blue attitude
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,english_stopwords,EMB_SUB,Works or heart trip treatment and necessary road life are possibility action with knowledge. Knowledge is someone of heart strength and manner with this spread march subject to works or necessary road life. Possibility both march say at once.
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_600.txt,english_stopwords,EMB_SUB,Thing hotel Woman Life a Woman military and then Mother Fight Wish but they were not very success
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,none,MLM,"brown read university press, back, university, university getting degree degree:."
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,none,MLM,"paper money become national government letter money over over rest following long hours, while paper money."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,none,MLM,"following university, going back outside life, teacher found first music teacher, while teacher being first music teacher, first first youth teacher."
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,none,MLM,march - still playing outside lower level level outside - country.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,none,MLM,two people speak bad language like two human: man - man
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,none,MLM,"progress saw close - hit action lead - way down over entire state, even further down over entire state."
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,none,MLM,"giving opportunity, anode "" house boy "" will let down second person inside enter - -; further reason: behavior: being."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,none,MLM,", cattle make home near game land like black, red horse, blue."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,none,MLM,"heart - heart failure, even complete heart failure, be complex like heart. cause: failure, heart failure. people develop heart failure, subject: failure, complete heart failure. failure failure can come down."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",vocab_600.txt,none,MLM,"management: john, first head teacher, teacher, teacher, teacher, thought leaders, teacher, teacher."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",vocab_600.txt,none,T5,"'  ( "" """
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",vocab_600.txt,none,T5,:
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,vocab_600.txt,none,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
71,It continues as the Bohemian Switzerland in the Czech Republic.,vocab_600.txt,none,T5,", simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,vocab_600.txt,none,T5,.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,vocab_600.txt,none,T5,.
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",vocab_600.txt,none,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",vocab_600.txt,none,T5,. (
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,vocab_600.txt,none,T5,". ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( ( "" ( ( ( ( ( "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
